,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,30.299523446551213,59.58220021146259,83.23069444880268,102.97040914090795,120.46146110194381,133.15386615896588,145.98627028106978,159.24849706873601,170.11702628887178,182.93633344373526,193.56448139773136,201.24415218214608,206.05602261447638,217.55372804823077,225.5331068855245,235.78022112783412,241.93192219973977,251.88729981566772,253.03428862286046,264.74781556556,273.7732129063365,278.2335576035959,281.63275518670395,286.4503216657148,303.64303632410724,306.99390395836997,304.5117320835149,311.2886293253787,317.56586679568227
1,29.60038605119734,58.087689279179074,82.51978543244135,101.7181594708195,117.14315136342192,133.08667365634153,144.94544870516367,159.1712891540656,168.87890672579744,180.54056737009572,189.05237242239085,199.7654704371342,208.7831911297753,215.90444621423575,224.35231511815573,235.59420224952837,240.85005100427233,247.32805822780426,255.41952771206962,264.4827219287157,269.7426835012606,288.79336879134325,280.6438117897554,286.14414120278906,293.82771125135935,300.14477020498083,307.55704217518706,315.4021105553395,322.00748480551755
2,28.845959473487362,57.604993018496444,81.57139052534379,100.49853676783476,117.65612922921325,132.4963530758938,145.038213787611,157.0066533175599,165.27162767878298,177.5458422985294,187.8606227531497,197.16154982309865,206.22958133086215,213.1000894034202,221.30442801976596,231.75327826028044,238.05986638608653,242.40298696460314,255.031494581238,261.70246715700426,263.9823846417897,269.4334474796336,280.8670763434652,288.0886073742348,286.3069667576505,301.6242050818438,296.93101370748894,315.04490834529395,319.3097869652687
3,28.269652289373703,56.08278394635297,80.01555498588132,98.73585704648363,115.11715236090403,128.75790588947993,142.9298622392192,153.67334056744738,163.31244411974566,174.71300008728377,184.7497471475094,191.19435104347784,202.21346580887945,215.58553838626122,217.0929654497514,227.2230391968156,234.8790211115195,245.70401111680889,250.83350654909455,261.44086012784004,263.31428091135035,272.72339516445953,275.411161232365,282.2138048080463,292.718590798572,296.75346875197306,303.16571656857246,306.4332421500013,316.0172750351092
4,27.742951261675852,55.12316236444795,77.62785957913789,97.23119836914965,114.31632317154947,127.5094378577949,142.26097167121458,154.3049892606825,162.43892462880785,174.5856381616874,182.03956144134634,192.6902156665484,202.83473122936553,212.1769123813844,218.28498729122825,229.82256531746845,234.05949971722623,241.30266826724946,247.9203037786773,255.36077764767566,262.3048611195863,266.7290833730508,282.1121703247444,281.0346545467455,287.50880096049167,302.39998129311334,300.44485517756243,304.1937227753444,308.5832835750751
5,26.983241211034784,53.757200481693694,76.61232867921481,95.78438589267633,112.60744353608875,127.17752927284799,140.2129056489921,152.11555926764666,162.5233238129527,173.16767439864964,184.76138218715644,190.8051596652779,199.04382746249118,208.3364513048776,217.83931943465822,220.78775392644494,232.92053064339365,238.15021641668852,248.88454866815366,248.6129464626979,255.92721075508126,272.0436903525866,268.2935500597362,277.7144340288377,285.5626090355707,297.54244833889135,297.7191014083215,312.6219697955058,308.95625976758146
6,26.022744324609913,52.15248993174541,74.6956493720312,93.62974802550382,111.21370701304035,125.88917557750143,139.2515324242069,149.61722650351945,160.05944840347811,170.6701068558223,175.7739737531125,192.28640161256803,197.45782734849445,206.67587421842137,213.8114434754128,222.09539469422583,228.810701241682,232.65039194674551,243.78192129084715,252.37883138297914,251.30265442780583,268.0400186205471,266.5633113469178,273.8166258265468,287.8720450031708,288.7664792067457,294.63189594173684,295.0786899627872,311.1947975666788
7,25.42243593558726,50.509868000072956,72.71190830799787,92.62062674888045,108.48218725594167,123.75738143490638,134.8223637847732,148.69505263497732,159.64668797108172,170.0790068155448,177.33428106803075,187.4283750408554,198.25532733638119,202.54375198212057,209.6539296654048,219.6494515184542,227.03498614430976,231.66799891979198,239.04252950878018,246.82056655404205,254.78739410803462,259.2257959640019,262.86530581939445,280.548442424916,277.2725598165113,283.14411758736594,287.516430642883,296.53168008798,299.8923242180599
8,24.776108217483447,49.30406446362552,71.87480589776301,90.06976775653949,106.23221345812446,119.7385998134417,134.31798562490397,143.53484040850046,156.0829527589945,164.95924534592314,175.48487158891044,182.69019999277182,194.86726303190133,204.73333615867438,211.76868994519373,217.30149415539466,226.49582864968224,231.43127617306362,238.50681218400112,244.51430215239006,251.70498068717936,259.3582034410328,266.7682694698568,269.0604346494341,274.14373640909383,282.6571217589153,295.0277134938248,284.8394493274463,300.2825966717837
9,24.03656830782862,47.859720560793185,69.89520727470057,87.8950399118746,103.94383925044636,118.49353368859944,131.16275146957844,141.60065104214792,153.46762362768396,162.63598905191253,170.16332335459268,181.30843793326153,189.04632369983926,197.70346804153098,202.31388106608617,209.1533526556234,219.01676429144237,224.50695314155382,237.9048170865382,240.56213689223208,245.36253847620188,261.2065982304944,264.87304624379857,272.8736048736726,275.5652055839772,279.4555243825539,284.76667534975564,284.5565605903131,293.32651091146636
10,23.303633715521507,46.197151315908926,67.64396625090555,85.78865293712529,102.34761433248478,115.48856102935666,130.23248713141706,140.31111389429037,150.42635140751497,160.56679818880576,168.27176251793043,180.4280135175109,187.78753392782005,194.85632006753917,200.54795189800615,209.67782546101182,220.99086996071222,222.32473418280696,231.71617469681792,238.24070279089423,241.1130873798179,254.29372011896373,254.68997745430383,259.31387533005005,268.8317431511329,274.4351655642502,278.8184998695791,281.61942477205133,292.8852861956627
11,22.360688189564,44.815952372277984,65.99799490252825,83.47638527182554,99.58405735125706,113.04074040819026,125.87742155495486,137.13303326654622,147.2440850286939,157.75153154503968,168.6156278107199,176.3373739227616,182.37785082230636,193.33002574820924,197.1836480928781,207.17848037953567,215.62223847295127,218.7011089716048,225.6864828112388,235.32357617059586,240.36322364253044,246.94961480918766,257.6143317402162,262.62880560260635,258.10183590500355,264.14044032766895,273.0693671290022,282.92648629338294,286.8151505445303
12,21.43233931007936,42.672288764492755,63.57125002977448,80.75569596804058,96.90377803612331,110.32408527153831,122.67999258580359,135.32367762118113,144.5131834898229,153.24198082753068,164.37769980263846,172.37529485530914,179.36134766269717,189.27206243100366,192.76972998206796,202.59200730939554,212.38528039480917,217.06484707923897,225.17706092677977,233.33203340684486,239.43723755262437,241.61278067891163,248.39403949441342,259.84247593476823,263.3960623085121,264.8246216602167,270.73311362440444,283.97566039312574,284.6612626799428
13,20.41553002390824,40.94397041359562,60.42774227352224,78.46877808580209,93.51461897075635,108.02260645806814,119.87542628297942,131.7429570092004,141.40446687702317,151.84359268000142,159.71177498371105,170.99253519353852,180.01414832708045,185.2167250997722,193.4435072176612,201.40576676801317,207.16409942144622,212.8225482003043,217.71070232800136,224.89433464347596,230.47757008252088,236.3652093991881,244.91353430719397,253.5038605794986,256.9182237311254,265.26735216157795,263.9492935000618,276.02886031773926,271.6771467244232
14,19.436191098373374,39.12524598037964,58.413223938318175,75.48189230103576,91.0423569149123,105.70678705877552,115.93541986428085,127.8851962505127,137.29056581341143,147.47860477657,156.05423038108097,163.0125435412026,173.43253142851054,178.1450421173479,187.52672028502877,196.31651088961868,200.00812935475466,210.53071043124976,213.79924166764826,222.02578135236217,228.34487954589613,233.97661297417628,239.79781911270905,240.9142869639045,252.62914489218747,255.47117821515496,258.622805183285,267.95827244114236,270.8771850149418
15,18.553385928319038,37.15318155144297,55.896208654816576,72.23498704907747,87.0107935105,99.75108111046177,112.34360555326403,123.80209196881857,134.2005269991709,144.48761147023922,152.04028222238625,160.953407039626,166.8511312823046,175.47865377381228,181.4574009384919,189.76104343989695,197.85643496952787,202.7204237019689,207.9349891499615,219.6659761823809,224.97594231409823,228.57931777041824,233.9445754262488,241.51491891804847,249.93354638871583,249.10022624703538,257.1736655769209,259.5457868071007,262.87915445222535
